hotel_id,address,rank,Description,Amenities,score,Location,Cleanliness,Service,Value,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible
149,"354 Queenstown Road, London SW11 8AE England",339,"Stay at the 4* luxury Pestana Chelsea Bridge Hotel & SPA and enjoy London's trendy development, Chelsea Wharf, nestled between scenic Battersea Park, the river Thames and iconic Battersea Power Station. 217 Spacious modern bedrooms all equipped with individual bath and shower facilities, including one and two bedroom suites. Our designer SPA offers guests a tranquil relaxation area including heated indoor pool, sauna and steam room with beauty treatment rooms for bespoke professional therapy. The Atlantico Restaurant & BAR and coffee lounge, provides guests with perfect menu options of light meals, speciality coffees, high tea & the popular ""tapas buffet"" table with Chef's menu choices for dinner.","['Parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Indoor pool', 'Heated pool', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Full body massage', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.5,4.0,4.5,4.5,4.5,1784,974,227,74,80
150,"Dockside Road, London E16 2QT England",356,"Everyone needs a place to lay their weary head. For travellers visiting London, Hampton by Hilton London Docklands is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Hampton by Hilton London Docklands makes it easy to enjoy the best of London.Guest rooms offer amenities such as a flat screen TV, air conditioning, and a desk, and guests can go online with free wifi offered by the hotel.Hampton by Hilton London Docklands features 24 hour front desk, room service, and baggage storage, to help make your stay more enjoyable. The property also boasts a fitness center and free breakfast. If you are driving to Hampton by Hilton London Docklands, parking is available.Close to some of London's most popular landmarks, such as Up at The O2 (1.7 mi) and Crossrail Place Roof Garden (2.4 mi), Hampton by Hilton London Docklands is a great destination for tourists.Travellers looking to enjoy some shrimp can head to ROKA Canary Wharf, Lotus Chinese Floating, or Sticks'N'Sushi Greenwich. Otherwise, you may want to check out a wine bar such as TapaVino, La Barrique Wine Bar & Restaurant, or Bella Cosa Restaurant.Plus, during your trip, don’t forget to check out some of the popular castles, such as Buckingham Palace, Severndroog Castle, and St. James's Palace.Whether you’re travelling for business, pleasure or both, Hampton by Hilton London Docklands is sure to make your visit to London one worth remembering.","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Business Centre with Internet Access', 'Conference facilities', 'Baggage storage', 'Wifi', 'Bar / lounge', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Meeting rooms', 'Fax / photocopying', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Soundproof rooms', 'Air conditioning', 'Desk', 'Safe', 'Telephone', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Clothes rack', 'Iron', 'Wake-up service / alarm clock', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",4.0,4.0,4.5,4.5,4.0,305,238,75,17,21
151,"41 Praed Street, London W2 1NR England",320,"Your Point A Hotel, London Paddington puts you conveniently close to the bars and restaurants of Edgware Road, historic Marble Arch and shopping paradise Oxford Street. And you’re just 15 minutes from Heathrow via the Heathrow Express.","['Free High Speed Internet (WiFi)', 'Wifi', 'Coffee shop', '24-hour security', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Air conditioning', 'Housekeeping', 'Safe', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']",4.0,4.5,4.5,4.5,4.5,1549,1413,376,110,68
152,"Scarsdale Place Kensington - W8 5SY Kensington, London W8 5SR England",573,"The Copthorne Tara Hotel offers the ideal location to stay in London whether you are travelling on business or leisure. Whilst it is easily accessible from the M4 with Heathrow Airport only 30 minutes drive, Olympia Exhibition Centre is only a 5-minute journey by car, and the Westfield Shopping centre just 10 minutes away.","['Paid private parking on-site', 'Free internet', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', '24-hour security', 'Parking', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Special diet menus', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Currency exchange', 'Gift shop', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'VIP room facilities', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",3.5,4.5,4.0,4.0,3.5,1839,3081,1993,717,444
153,"202-206 Union Street Southwark, London SE1 0LH England",499,"Everyone needs a place to lay their weary head. For travellers visiting London, Travelodge London Central Southwark is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Travelodge London Central Southwark makes it easy to enjoy the best of London.The rooms offer a flat screen TV, air conditioning, and a desk, and getting online is possible, as wifi is available, allowing you to rest and refresh with ease.Travelodge London Central Southwark features 24 hour front desk and 24 hour check-in. In addition, as a valued Travelodge London Central Southwark guest, you can enjoy breakfast that is available on-site.For those interested in checking out popular landmarks while visiting London, Travelodge London Central Southwark is located a short distance from Buckingham Palace (1.7 mi) and Harrods (2.6 mi).Travellers looking to enjoy some ribs can head to SUSHISAMBA Liverpool Street, The Ivy, or Sexy Fish. Otherwise, you may want to check out an Italian restaurant such as Coppa Club - Tower Bridge, Padella, or Locanda Locatelli.Looking to explore? Then look no further than Tower of London (1.2 mi), Sky Garden (1.0 mi), and Coca-Cola London Eye (0.7 mi), which are some popular London attractions – all conveniently located within walking distance of the hotel.Whether you’re travelling for business, pleasure or both, Travelodge London Central Southwark is sure to make your visit to London one worth remembering.","['Wifi', 'Paid wifi', 'Bar / lounge', 'Restaurant', 'Taxi service', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Vending machine', 'Air conditioning', 'Desk', 'Housekeeping', 'Flatscreen TV', 'Non-smoking rooms']",4.0,4.5,4.0,4.0,4.0,1295,1200,498,227,189
154,"8-10 Queensberry Place South Kensington, London SW7 2EA England",288,"The Exhibitionist Hotel is the next generation of luxury boutique hotels. Located in the heart of South Kensington, the hotel is just a stone's throw away from London's array of shopping and cultural attractions. Situated within beautifully restored eighteenth century townhouses, The Exhibitionist Hotel brings together the heritage of the original property with contemporary and stylish design. Art is a central feature of our design hotel, with eight galleries each offering a blank canvas for up and coming artists to showcase their work in an exclusive London location. Gallery spaces are transformed regularly so visitors will be able to experience something different with each visit. Guests of our luxury boutique hotel have the option to personalise their stay to suit their own preferences, allowing for a uniquely tailored experience. This personal service starts right at the point of reservation during which guests can customise their stay - everything from the scent, taste and feel of their stay - nothing is too much trouble. From all day dining, through to inventive and creative cocktails , indulgent plunge pools and private balconies, guests can expect the best from their visit to The Exhibitionist Hotel in South Kensington. The Exhibitionist Hotel has opened in autumn 2014 and features 37 individually designed and bespoke rooms, including a number of spacious suites. It is the first in a collection of luxury boutique hotels offering seamless personalised service.","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Taxi service', 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Non-smoking hotel', 'Air conditioning', 'Private balcony', 'Room service', 'Safe', 'Coffee / tea maker', 'Flatscreen TV', 'Hair dryer', 'Non-smoking rooms', 'Suites']",4.0,5.0,4.5,4.5,4.0,415,207,85,44,28
155,"Devonport House 66-68 King William Walk Greenwich, London SE10 9JW England",515,"Situated on the World Heritage Site in Greenwich and steeped in naval history, De Vere Devonport House offers you the perfect way to enjoy the London buzz, without the bustle.Bedrooms: 100 en-suite, complimentary WiFi, flat screen TVs with Sky Channels, DDI Telephones, hair dryer, tea and coffee tray, iron & ironing board, full length mirror, laptop safe and desk space. Meeting & Syndicate Rooms: 14 meeting rooms & 9 syndicate rooms with main rooms offering natural daylight and a maximum capacity of 120 Food & Drink: Pantry bar, internet cafe, and a selection of hot drinks available off the coffee menu.","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Breakfast buffet', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Baggage storage', 'Non-smoking hotel', 'Parking', 'Wifi', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Special diet menus', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Desk', 'Safe', 'Telephone', 'Iron', 'Laptop safe', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Non-smoking rooms']",4.0,5.0,4.5,4.0,4.0,677,716,343,102,51
156,"309-317 Cambridge Heath Road, London E2 9LH England",240,"The East London Hotel in Bethnal Green offers 161 bedrooms for business and leisure travellers alike to explore the city from a vibrant base. Situated in the heart of East London just a stone’s throw away from the tube and overground stations, The East London Hotel combines local culture with comfort and connectivity, offering bespoke, top of the range British made mattresses, super-fast Wi-Fi, in-room 43inch TVs and online check in, all housed in a stylish hotel. The hotel will uniquely reflect the urban feel of the its East London neighbourhood and boasts an array of exciting local offerings on its doorstep, such as the trendy bars and restaurants on Paradise Row, the floral haven of Columbia Road Flower Market, Spitalfields’ popular markets, the greenery of Victoria Park and of course, the centre of London just 13 minutes away by tube.","['Free High Speed Internet (WiFi)', 'Wifi', 'Bar / lounge', 'Restaurant', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Baggage storage', 'Non-smoking hotel', 'Breakfast available', 'Complimentary instant cofffee', 'Complimentary tea', 'Air conditioning', 'Safe', 'Flatscreen TV', 'Non-smoking rooms']",4.5,4.5,4.5,4.5,4.5,347,164,48,23,18
157,"3 - 5 Rockley Road, London W14 0DJ England",305,In response to the COVID-19 pandemic and government guidelines we have taken the difficult decision to close the hotel. Our thoughts remain with everyone impacted across the world and we look forward to welcoming guests and visitors back soon.,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', '24-hour front desk', 'Parking', 'Wifi', 'Coffee shop', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Snack bar', 'Newspaper', 'Non-smoking hotel', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Telephone', 'Wake-up service / alarm clock', 'Non-smoking rooms', 'Family rooms']",4.5,4.5,4.5,4.5,4.5,1074,1043,195,48,32
158,"1 Shortlands Hammersmith, London W6 8DR England",451,"In line with local government recommendations, we have closed the restaurant, bar and leisure facilities in our hotel. Where possible, we are providing room service or grab and go options for guests. Relax and enjoy comfort and spaciousness in one of our 630 bedrooms. Choose from three superb dining options: our Lounge bar combining creative dishes with traditional bar snacks and a host of exciting cocktails, the Aroma restaurant offering an array of cuisine buffet style or Artisan offering simple modern dishes in elegant surroundings. Just minutes from three of London's main tube line (Piccadilly, District and Hammersmith & City) and located in the heart of Hammersmith; Novotel London West is ideally located for trips to Westfield London, Harrods & Kensington High Street. Also conveniently located to Heathrow Airport with excellent road & rail links to the rest of the UK. This large & modern hotel offers extensive and flexible meeting & events facilities (up to 1,000) plus on-site parking (chargeable), fitness suite and complimentary Wi-Fi throughout.","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Highchairs available', 'Taxi service', 'Conference facilities', 'Banquet room', 'Paid private parking on-site', 'Car park', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Kid-friendly buffet', ""Kids' meals"", 'Wine / champagne', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Currency exchange', 'Outdoor furniture', 'ATM on site', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Blackout curtains', 'Soundproof rooms', 'Air conditioning', 'Desk', 'Electric kettle', 'Flatscreen TV', 'Sofa bed', 'Bath / shower', 'Housekeeping', 'Room service', 'Safe', 'Telephone', 'Wardrobe / wardrobe', 'Bottled water', 'Iron', 'Laptop safe', 'Private bathrooms', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Suites']",4.0,4.0,4.0,4.0,3.5,1440,2142,935,345,223
